transaction_id,transaction_amount,transaction_hour,distance_from_home_km,merchant_risk_score,transactions_last_24h,device_change_count,account_age_days,failed_attempts,international_transaction,actual_anomaly,transaction_datetime
TXN005313,19.622721054816843,17,6.009352856348948,0.11822236503585551,3,2,2130,0,0,0,2026-01-30 17:57:00
TXN009036,42.81762060412269,15,1.9567889283601811,0.2584590528661786,2,3,1603,0,0,0,2026-02-17 15:01:00
TXN001397,13.79585123482438,11,22.787186053972793,0.4526667551470859,3,1,1782,2,0,0,2026-02-28 11:01:00
TXN004003,33.505545646895875,20,24.186462075750896,0.22119778820643796,4,0,1531,0,0,0,2026-03-23 20:54:00
TXN005372,15.93261674857635,22,13.473263951357346,0.26986590399921334,6,0,1539,0,0,0,2026-01-05 22:19:00
TXN003236,37.4558117108523,8,3.6303323640456715,0.368973280808527,2,1,720,0,0,0,2026-02-05 08:22:00
TXN001043,66.7625664997862,17,3.4373475889152827,0.32467034658823424,5,0,2035,0,0,0,2026-02-20 17:08:00
TXN003299,15.647672253258314,21,10.927543062501119,0.4278233417892504,2,0,602,1,0,0,2026-02-08 21:48:00
TXN007257,31.374389433223573,22,11.454812907339761,0.30464105993986457,6,0,2092,0,0,0,2026-03-17 22:26:00
TXN000258,20.905553624813983,9,11.280842641597339,0.2914280413507619,2,0,864,0,0,0,2026-03-30 09:24:00
TXN007287,66.61261684810925,15,10.234346807351676,0.2731868699516415,1,1,412,0,0,0,2026-03-27 15:08:00
TXN008617,12.51338590314629,20,18.979716306549648,0.30400581596955006,2,0,1204,0,0,0,2026-01-01 20:19:00
TXN007817,22.729902712597546,11,17.461469316814128,0.47666431943149923,5,0,1186,0,0,0,2026-03-29 11:53:00
TXN005844,8.326423991295323,19,1.2565577181647138,0.5557307195053179,4,1,2152,0,0,0,2026-01-02 19:22:00
TXN002090,85.12356420331209,8,28.681439272450056,0.6280132961648273,6,0,1864,0,1,0,2026-03-01 08:14:00
TXN007703,21.605050265275857,8,6.81825322097132,0.36443089712651955,3,1,495,0,0,0,2026-01-10 08:25:00
TXN000504,47.747657295502414,22,4.449620666023767,0.16896409916568106,1,1,249,0,0,0,2026-03-22 22:18:00
TXN005266,19.45116047231436,14,7.828656976381351,0.1982884854091328,4,0,154,0,0,0,2026-02-17 14:28:00
TXN008815,40.5835443742973,20,4.7951411343139085,0.11775181963317913,2,0,1375,0,0,0,2026-02-04 20:48:00
TXN001346,12.61411368123689,16,2.5825408296676926,0.5131010729225178,3,0,852,0,0,0,2026-02-19 16:25:00
TXN008456,53.29797281376093,12,2.9231268794160967,0.20640111622915663,3,1,545,1,0,0,2026-03-04 12:02:00
TXN005047,8.598466486528327,8,5.787486412789259,0.3667065951467505,2,0,2069,0,0,0,2026-01-22 08:03:00
TXN002249,29.284891834681215,12,1.0232071328053014,0.4230104770288396,5,0,828,1,0,0,2026-02-08 12:54:00
TXN004982,58.9448260503784,10,5.409233484533717,0.18074031942260552,3,1,2335,2,0,0,2026-01-04 10:08:00
TXN000373,85.05034243111761,20,10.35380325262959,0.13020352596848023,3,0,2273,0,0,0,2026-01-06 20:41:00
TXN008455,16.186276953417718,11,10.104285887566975,0.34778783881966174,4,0,1604,0,0,0,2026-03-03 11:26:00
TXN003371,31.48973911950437,19,7.797355919184416,0.22216898614035888,6,0,838,0,0,0,2026-01-17 19:44:00
TXN002007,33.141410037146336,15,1.7767712769924848,0.3104789825378544,2,0,1053,0,0,0,2026-03-11 15:05:00
TXN003657,33.27032982244162,11,14.867976988527522,0.41824208517589284,2,1,2098,0,0,0,2026-02-18 11:58:00
TXN008328,28.269494865561935,11,3.270634005714952,0.12312930812614212,4,0,126,1,0,0,2026-01-19 11:12:00
TXN007522,11.812996618916893,12,4.479468741255021,0.42639316098321517,4,0,2422,0,0,0,2026-01-06 12:17:00
TXN004002,32.45056103418152,11,3.6144331978520894,0.13307149351282582,6,1,1057,0,0,0,2026-03-25 11:55:00
TXN006073,37.34618908330143,12,11.430360050016043,0.2027650665884856,2,0,1903,0,0,0,2026-02-27 12:31:00
TXN008737,37.88823470341887,21,8.23138313141768,0.3781094193978108,4,0,1988,0,0,0,2026-01-22 21:16:00
TXN000998,50.22675535035429,16,4.191266842813149,0.47288912333744454,7,0,1434,0,0,0,2026-01-16 16:38:00
TXN008180,28.100681684442698,16,4.870112544149636,0.39025278868232377,2,0,1570,0,0,0,2026-02-11 16:02:00
TXN003291,83.26642230624174,11,11.098222534436497,0.2930223085950773,4,0,200,1,0,0,2026-02-26 11:58:00
TXN001177,11.018526361410721,7,6.625807376582374,0.3707857239404321,2,1,1418,1,0,0,2026-02-25 07:22:00
TXN000552,29.928457900385673,21,4.89097818166516,0.1804383304740113,6,1,2334,0,0,0,2026-02-05 21:10:00
TXN000745,46.36191678609977,16,14.413520464583625,0.5516537570191241,5,0,1986,0,0,0,2026-03-04 16:19:00
TXN007224,251.26112424251025,7,9.200539626112265,0.5000724261997473,9,0,300,0,0,0,2026-03-15 07:28:00
TXN004555,31.44995411416405,15,1.0801497540211211,0.1674489085764902,8,0,696,0,0,0,2026-03-04 15:15:00
TXN002860,37.56865128126434,20,20.5178810437117,0.25436490715101817,3,0,2209,0,0,0,2026-03-11 20:51:00
TXN008821,42.41648873599014,11,4.799618003568658,0.2969583297610933,2,0,762,0,0,0,2026-02-05 11:08:00
TXN003460,15.462607256389472,7,5.5865402737281356,0.3655927570256245,2,0,1012,0,0,0,2026-03-06 07:24:00
TXN002725,118.59112754346349,16,4.438127652109224,0.5962742229420639,4,0,482,1,1,0,2026-03-27 16:35:00
TXN006848,45.13040688773471,18,2.579663053619779,0.4200512385743289,5,0,1167,1,0,0,2026-01-25 18:46:00
TXN007616,16.411762519613298,7,2.320283184545196,0.35014037142167115,5,0,993,0,0,0,2026-02-16 07:57:00
TXN007548,17.505021708393837,10,1.328915566503584,0.18814633826543437,2,0,2420,0,0,0,2026-02-24 10:22:00
TXN009175,67.91440628276607,16,10.778384154842573,0.32334405988752757,3,0,2399,1,0,0,2026-01-19 16:04:00
TXN006394,21.498362869369227,19,4.600730151485171,0.4210738841097471,2,1,263,0,0,0,2026-01-01 19:10:00
TXN005359,10.231007841015998,20,9.04291303274831,0.26536835346238563,5,0,1519,0,0,0,2026-03-08 20:40:00
TXN009489,24.236520758011977,8,4.405408995230185,0.016133568877884363,4,0,1014,1,0,0,2026-02-06 08:42:00
TXN002969,10.141215417547906,15,2.191607437157533,0.438282330968614,3,0,430,0,0,0,2026-03-11 15:25:00
TXN000694,49.42014549038661,17,5.153850068908462,0.3721229499588834,5,0,1657,2,0,0,2026-01-09 17:43:00
TXN002534,18.226084230926478,16,3.9482143518632102,0.483627117579085,2,1,1633,0,0,0,2026-03-11 16:27:00
TXN006400,13.040060739783689,8,6.395385183731323,0.2398109895905302,5,0,532,0,0,0,2026-02-06 08:47:00
TXN000983,17.662884321730353,15,6.865274453577363,0.289404578071849,4,0,356,0,0,0,2026-03-11 15:57:00
TXN005365,29.26357156304386,8,20.07700037932868,0.37581127043019924,2,0,100,0,0,0,2026-01-15 08:31:00
TXN000080,9.098232878678317,11,14.75117733932782,0.16619629367783628,7,0,197,0,1,0,2026-02-09 11:54:00
TXN004054,37.58659689076028,9,2.871354634384717,0.3092097406675866,4,1,1641,1,0,0,2026-03-05 09:46:00
TXN006259,17.24918183893036,8,2.7049912149462347,0.30816140000512937,1,1,947,1,0,0,2026-02-22 08:07:00
TXN009577,349.1779906055344,0,167.02308800528908,0.6041067576090724,12,4,192,6,0,1,2026-03-06 00:11:00
TXN009026,52.01514523410459,20,4.33353884026732,0.4458457245228432,7,0,1592,0,0,0,2026-01-06 20:31:00
TXN003108,48.04094664004437,17,5.0593784698676805,0.20408500950570085,3,0,1945,0,0,0,2026-01-10 17:20:00
TXN003602,20.750676666070365,14,6.9794907666688095,0.37475951045017464,4,0,2090,0,0,0,2026-02-23 14:32:00
TXN006074,44.44674046277521,16,18.422658373573896,0.1763090170615228,2,1,59,1,1,0,2026-03-03 16:47:00
TXN008127,58.63660735684299,22,2.188219277779371,0.17200801836690535,3,2,1212,0,0,0,2026-02-14 22:37:00
TXN002143,37.06496122009991,8,11.20961924128501,0.34430841831135706,3,0,703,0,0,0,2026-01-28 08:08:00
TXN006311,29.361565638196442,22,3.576638934690863,0.470596146940783,5,0,2034,0,0,0,2026-01-18 22:32:00
TXN002269,23.86190155493077,17,12.72160674292596,0.22519719644219952,2,0,1101,0,0,0,2026-01-19 17:11:00
TXN000446,51.17684362241762,14,26.505305163186907,0.3291826045123219,4,1,2167,0,0,0,2026-03-14 14:26:00
TXN004884,45.10475381041941,10,0.8880454709134639,0.13758962377711464,3,0,1893,0,0,0,2026-03-30 10:02:00
TXN004467,57.544097451212174,18,11.208093864238288,0.19142768949170003,1,1,473,2,0,0,2026-01-25 18:28:00
TXN009027,24.934822959119124,8,6.342923432459352,0.32912829358235274,4,0,1353,0,0,0,2026-01-04 08:38:00
TXN006633,25.643791780308966,22,4.234837503036424,0.21965157488338338,3,1,1603,0,0,0,2026-02-15 22:12:00
TXN003317,31.975239835186045,7,17.114928239779076,0.1675657152305168,3,0,2410,0,0,0,2026-02-19 07:33:00
TXN001702,45.51180007294228,16,14.472261873167334,0.321185068256103,4,0,1164,1,0,0,2026-02-06 16:43:00
TXN002527,43.513072874383894,22,5.6496174539157975,0.11125922483335088,2,0,1609,0,0,0,2026-02-05 22:04:00
TXN000069,41.89068203013153,15,16.63491181806981,0.40935667373099704,5,0,1402,0,0,0,2026-03-12 15:33:00
TXN001169,48.74440014777944,16,6.758761266797824,0.37605162627877453,6,0,2060,0,0,0,2026-01-24 16:43:00
TXN000049,41.402939810245655,16,6.589889015566957,0.29729095561151603,6,0,1893,1,0,0,2026-03-12 16:59:00
TXN001054,39.229850438423895,22,5.416266044209549,0.12055124999555636,5,0,2492,0,0,0,2026-03-10 22:00:00
TXN004030,55.778221533390365,11,2.596941219492577,0.4878567476090281,4,0,1400,0,0,0,2026-01-25 11:00:00
TXN000881,171.14413168230757,10,10.267386060820977,0.19343674916108006,5,0,1973,0,1,0,2026-02-18 10:31:00
TXN002652,88.90199207994314,22,9.320358149982908,0.11142604600962647,4,0,1912,1,0,0,2026-02-03 22:49:00
TXN007760,14.242528630742852,8,0.8015629903342013,0.3743125161306681,5,0,1801,0,0,0,2026-01-31 08:22:00
TXN002440,11.65487892886341,17,2.207100055722738,0.2445015562769626,3,0,1805,1,0,0,2026-03-11 17:05:00
TXN004925,44.29208793117769,11,1.9047346571111323,0.17936902898461926,1,1,216,0,0,0,2026-01-05 11:57:00
TXN001468,42.79993116897493,8,4.922928260053345,0.4154667522335848,3,0,83,0,0,0,2026-03-24 08:51:00
TXN007293,22.04651608005823,7,8.46231931478959,0.4743370515238282,1,0,2353,0,0,0,2026-03-08 07:58:00
TXN005036,157.01404114259526,21,7.066349328648973,0.2840135932191499,8,0,318,0,0,0,2026-02-01 21:31:00
TXN002442,81.28367128256978,8,19.73784290520381,0.3261785518104941,5,0,2283,0,0,0,2026-02-04 08:44:00
TXN006555,27.596078113309147,15,4.024399312696029,0.365504428648549,5,0,35,0,0,0,2026-01-02 15:09:00
TXN000231,20.5993946488141,14,5.001507970049651,0.2728912290269334,3,0,1831,0,0,0,2026-03-24 14:35:00
TXN001321,34.3575726914851,9,9.88573175601583,0.49910559021442713,4,2,1801,0,0,0,2026-01-02 09:57:00
TXN000042,37.017448507684364,20,15.569781723344445,0.40609292323550034,7,0,2121,0,0,0,2026-03-20 20:05:00
TXN000778,28.19410424871411,15,13.0034692654119,0.31216805147734367,3,0,595,0,0,0,2026-02-04 15:18:00
TXN008951,38.6469448986057,11,12.598183480169553,0.26350206223267747,3,0,212,1,1,0,2026-01-13 11:50:00
TXN008405,79.76107909616519,17,1.7564799862943796,0.25278908752003604,7,0,1581,0,0,0,2026-03-02 17:25:00
TXN001730,109.37905189807249,19,7.186086573091778,0.2880880945941589,4,1,2358,0,0,0,2026-03-22 19:10:00
TXN003911,13.198145472959382,21,18.63373801953212,0.2715178279203026,5,1,453,0,0,0,2026-01-13 21:52:00
TXN000580,69.64703491347316,7,16.708385521416666,0.2222958737631558,4,0,2321,0,0,0,2026-01-04 07:34:00
TXN009942,306.94145499033675,5,95.9565851294114,0.6727270806167023,14,3,482,2,1,1,2026-01-09 05:32:00
TXN005840,22.54851688929478,16,0.9495230413303646,0.3974458135505427,5,1,703,0,0,0,2026-03-06 16:03:00
TXN008272,65.86259348311503,20,10.874976471337268,0.31221088947438447,6,0,1066,1,0,0,2026-03-10 20:52:00
TXN007276,20.95661584163609,16,5.076944932198509,0.19958349112984958,3,0,2028,1,0,0,2026-02-25 16:56:00
TXN001492,174.65795800926517,7,3.687745953408665,0.2507228935947579,2,0,1632,0,0,0,2026-03-20 07:48:00
TXN009110,43.52558207169921,14,5.665863364330516,0.2568299668559782,3,0,1856,1,0,0,2026-01-20 14:17:00
TXN005611,50.84061053673609,12,8.708963800718593,0.18414827943858986,4,0,1407,0,0,0,2026-01-08 12:54:00
TXN000062,29.350854651994236,7,0.48829089055669084,0.6027417875559651,2,1,409,1,0,0,2026-01-24 07:00:00
TXN005472,42.44152345697167,18,0.685332084575276,0.36367021706057334,5,0,2453,1,0,0,2026-03-10 18:22:00
TXN003906,26.861168663332194,18,2.857109479753927,0.24783813775365837,5,0,447,0,0,0,2026-01-24 18:32:00
TXN006532,44.65773419206442,16,4.518233008259148,0.14212373130008366,6,0,1372,0,0,0,2026-01-31 16:16:00
TXN000403,33.228515398188435,20,1.7232353984713293,0.4907793025015502,8,0,1244,0,0,0,2026-03-15 20:52:00
TXN000333,34.788016110270995,8,7.2579204910473845,0.1947559248197097,3,0,1171,0,0,0,2026-01-12 08:53:00
TXN002085,23.153617870624043,14,6.635412501722699,0.33739035234575837,5,0,42,0,0,0,2026-03-28 14:42:00
TXN009558,760.4130852336925,23,151.2827664962527,0.8722078709698414,15,2,486,2,1,1,2026-03-05 23:15:00
TXN000165,61.9417535130052,7,3.653196147641988,0.3094840052423425,3,1,455,0,0,0,2026-03-26 07:21:00
TXN004380,19.990867788078422,10,11.611433045843926,0.08067574960114182,3,0,293,0,0,0,2026-03-06 10:57:00
TXN002716,8.456900793429206,11,2.4466287670159708,0.24904638995920336,5,0,95,0,0,0,2026-01-22 11:16:00
TXN008924,30.553216420745834,14,4.871749738815018,0.3584030511438493,8,0,649,2,0,0,2026-01-10 14:18:00
TXN007347,19.406195206882384,14,15.824810313848968,0.23564522026623091,4,1,1240,1,0,0,2026-02-22 14:58:00
TXN005454,16.114619478811402,15,3.501459636882158,0.22963510032742002,5,1,198,0,0,0,2026-03-19 15:35:00
TXN007047,33.37844370213293,17,1.83849713008769,0.46497214102887263,4,0,161,0,0,0,2026-02-11 17:58:00
TXN001335,36.47524630820941,22,16.738860312131948,0.2813180000368153,5,1,2272,0,0,0,2026-03-07 22:21:00
TXN008699,30.95460836498311,21,6.650967668196726,0.30589749737081706,7,0,795,0,0,0,2026-02-07 21:38:00
TXN001660,69.47181041381052,21,13.539889774582132,0.122149639612734,5,1,316,0,0,0,2026-02-15 21:46:00
TXN003579,19.49203346025441,22,14.660634464057356,0.27511247378258996,6,1,1564,1,0,0,2026-01-27 22:40:00
TXN000754,65.6847752836984,11,13.514726676374433,0.3007670958877372,3,1,447,1,0,0,2026-01-14 11:53:00
TXN006585,93.33691339159675,9,1.604616889965203,0.25785770818975706,5,1,1498,1,0,0,2026-02-28 09:39:00
TXN000707,14.407096834066868,11,4.373605030163342,0.26268262448973123,2,0,932,0,1,0,2026-01-24 11:08:00
TXN003015,22.661341110041445,16,9.546934230472967,0.14260137357611785,3,0,1858,0,0,0,2026-01-08 16:50:00
TXN008559,31.154624096640866,12,4.108083989558246,0.46167792885737,3,0,1748,1,0,0,2026-02-24 12:02:00
TXN009876,85.1460117463246,4,121.60286143516161,0.8262893611046496,19,5,308,1,0,1,2026-01-09 04:37:00
TXN009583,615.6491656747039,3,170.798112234468,0.9519147952176743,13,8,387,7,0,1,2026-02-09 03:14:00
TXN008929,17.23910608906553,13,9.588381924009699,0.1046048400973831,3,1,31,0,0,0,2026-01-20 13:17:00
TXN009557,1508.8427311432938,23,73.38168140554656,0.9616867036126836,17,6,23,5,1,1,2026-01-04 23:03:00
TXN008984,56.66600720324545,13,11.64001773939509,0.3258153878996584,4,0,754,0,0,0,2026-01-06 13:26:00
TXN001835,22.2405167991381,18,5.608653240603531,0.3103698376075441,2,0,1568,0,0,0,2026-03-31 18:00:00
TXN002997,39.15543160363227,15,5.739435316403014,0.4193906065115268,4,0,1090,1,0,0,2026-02-07 15:27:00
TXN005428,32.685639138055244,10,4.438947717882224,0.30686025061084804,6,1,2322,0,0,0,2026-03-24 10:07:00
TXN003880,29.14891167012623,10,2.1216934536240335,0.35421865890393534,9,0,782,0,0,0,2026-01-31 10:23:00
TXN007157,70.74149035298333,20,11.146962593425505,0.22293548763135104,1,1,2389,0,0,0,2026-01-11 20:01:00
TXN005082,36.174374039523926,17,13.925565733686204,0.11560506613107396,5,0,2420,0,0,0,2026-02-02 17:22:00
TXN009115,33.42441723140076,10,14.381168367794798,0.20466971958237967,2,0,1535,0,0,0,2026-01-25 10:24:00
TXN007245,52.16018668086591,8,7.412238220117192,0.3939317627904883,5,0,1659,1,0,0,2026-02-07 08:04:00
TXN005401,15.301526490669234,20,4.494724363295365,0.23631372004730578,5,2,2236,0,0,0,2026-02-24 20:17:00
TXN005396,55.81544273930839,17,3.903025416869647,0.26662556949806426,5,1,755,0,0,0,2026-03-06 17:41:00
TXN009428,22.2407261819283,9,8.661306938721626,0.4030289126882677,3,0,493,0,1,0,2026-01-30 09:51:00
TXN002247,18.46339952843587,18,8.006715738889978,0.19300807497575895,3,1,1309,0,0,0,2026-01-29 18:23:00
TXN000836,38.56092955423459,15,4.981685080286271,0.25077893180666133,1,0,2084,0,0,0,2026-02-07 15:37:00
TXN008395,19.21521641379916,11,0.29411839821931307,0.4384061190331363,4,0,2089,1,0,0,2026-03-30 11:11:00
TXN009043,43.040638152566075,15,15.100585023820095,0.3944837534164362,3,0,736,0,0,0,2026-01-07 15:06:00
TXN000433,27.795817440889866,11,6.431117358277367,0.4377146544221437,2,0,2051,0,0,0,2026-03-09 11:00:00
TXN003379,46.01086709325722,16,10.568829031865704,0.4535572974125083,2,1,1537,0,0,0,2026-01-14 16:37:00
TXN006818,12.644916529036678,19,11.386255097745378,0.2646139202214407,2,0,1115,0,0,0,2026-01-06 19:41:00
TXN008132,48.43699426057556,21,9.145656499376267,0.34416180030249954,5,0,219,0,0,0,2026-01-16 21:01:00
TXN009622,1162.3325614502173,3,137.38576609594702,0.8926566838916694,12,5,287,7,0,1,2026-02-02 03:30:00
TXN006067,19.236358241549347,14,3.2429358502809436,0.4061724651646166,3,1,2426,0,0,0,2026-01-20 14:58:00
TXN001194,40.76640181332748,11,9.18763969716386,0.38188926522740296,4,2,850,0,0,0,2026-01-20 11:11:00
TXN006935,58.63469478116249,8,7.410255215913956,0.22848104826838578,3,1,2190,0,0,0,2026-01-12 08:31:00
TXN005462,50.8445276272526,19,5.661107596303582,0.22000683921335673,2,0,1662,0,0,0,2026-02-02 19:51:00
TXN003072,100.14654144681224,18,12.423521113636458,0.5273436892895238,4,1,942,0,0,0,2026-03-12 18:30:00
TXN003045,52.69372424461616,18,9.482662400736452,0.5265449811844891,5,1,1230,1,0,0,2026-03-23 18:17:00
TXN003264,70.97246248078665,22,1.4552235363152564,0.4231413207509532,5,0,1610,1,1,0,2026-02-23 22:18:00
TXN002730,24.15644472970757,19,5.582911513353296,0.2829383601393036,6,0,175,0,0,0,2026-02-15 19:57:00
TXN003434,31.073491420425853,9,6.8795748786289685,0.43511555339544516,5,1,84,1,0,0,2026-02-05 09:24:00
TXN000434,52.79425966137565,21,8.256937963706237,0.41904390195733393,3,0,760,0,0,0,2026-02-13 21:47:00
TXN003273,58.72789892871984,20,2.809499422950216,0.12462766163843958,1,1,1562,2,0,0,2026-02-02 20:17:00
TXN007002,10.428134296696015,7,18.569652753237232,0.30975658319400223,3,0,2436,0,0,0,2026-01-09 07:16:00
TXN009727,1553.4173258733383,3,151.0916883956637,0.712298209829431,15,2,334,6,1,1,2026-03-03 03:08:00
TXN000105,29.819552049725104,11,8.578183788266228,0.4203965449770577,4,2,746,0,1,0,2026-01-09 11:50:00
TXN003316,43.410004143677526,15,12.225357603425,0.27296828433184045,6,0,2221,0,0,0,2026-03-17 15:19:00
TXN001657,36.947560906845965,8,3.711515960529039,0.3679654217824949,3,0,979,0,0,0,2026-03-28 08:58:00
TXN001534,30.085951008907085,20,12.666941944303934,0.2177211309621151,4,0,1104,0,0,0,2026-01-24 20:55:00
TXN004681,28.492884433317183,14,13.384391142266287,0.4273878825367334,5,1,318,1,1,0,2026-02-28 14:52:00
TXN008814,51.71007274743131,18,17.21583301272108,0.24926219909324054,7,0,841,1,0,0,2026-01-04 18:46:00
TXN009003,45.79378773232388,15,9.054822571436436,0.3992191200728643,3,1,853,0,0,0,2026-03-04 15:42:00
TXN006623,41.99313939704771,12,2.9977290114163835,0.45115550742012445,4,0,175,0,1,0,2026-02-22 12:38:00
TXN001444,14.254308812677705,20,9.995506962361691,0.14113814103990013,3,0,1312,1,0,0,2026-03-04 20:24:00
TXN000215,26.97943720857827,18,1.913767345594141,0.17743349847885778,2,0,606,0,0,0,2026-03-19 18:04:00
TXN005357,11.463755065165188,13,1.9043907386238583,0.21743981312995275,3,2,961,1,0,0,2026-01-30 13:30:00
TXN009219,18.446891093710136,22,10.901230166646885,0.2491220002932323,3,0,1046,0,0,0,2026-02-28 22:17:00
TXN006323,25.735741402179517,21,5.911138915709237,0.09442806918105692,4,0,2393,0,0,0,2026-01-17 21:07:00
TXN004990,156.78434508739366,22,1.806084333839243,0.3316120281548332,7,0,548,0,0,0,2026-01-15 22:31:00
TXN001420,46.06683337867844,9,22.132400675237044,0.2024307280197977,2,0,1558,0,0,0,2026-03-17 09:28:00
TXN009517,259.047737035356,0,205.45154595318354,0.8142388789419595,15,3,69,2,0,1,2026-03-06 00:22:00
TXN008607,13.146065805117408,12,8.788537794096195,0.27955023597297163,1,1,1395,0,0,0,2026-03-04 12:33:00
TXN000182,18.969787620324762,22,17.96230692723924,0.2538670995708929,2,2,1926,0,0,0,2026-03-20 22:46:00
TXN004353,28.165654241929992,17,19.463364946127715,0.4365370957531802,2,1,1449,1,0,0,2026-01-17 17:21:00
TXN008701,93.20638091251087,14,0.981872618532804,0.466509458068716,5,0,1569,2,0,0,2026-03-07 14:56:00
TXN002447,40.09476125903391,19,5.12344245443432,0.35263756977027727,2,0,633,1,0,0,2026-02-25 19:07:00
TXN005322,15.196195778255351,7,11.085957453005285,0.356129038075112,4,1,1652,0,1,0,2026-02-11 07:58:00
TXN008046,55.306966711502774,11,9.708875848274099,0.31818544653492586,5,0,887,0,0,0,2026-03-01 11:17:00
TXN005685,22.948956867812914,19,9.755436144813324,0.2285689295316543,2,0,334,0,0,0,2026-03-06 19:46:00
TXN003533,30.962280457946964,19,3.1787415528518776,0.28221260909080054,3,0,653,0,0,0,2026-02-04 19:55:00
TXN008245,20.94035507106781,16,7.5033721019159945,0.3979623273061112,6,0,728,1,0,0,2026-02-06 16:57:00
TXN007977,17.42467244379137,15,3.5365035066935513,0.3162274110023944,2,1,1925,0,0,0,2026-03-25 15:15:00
TXN003699,60.73579617240517,14,11.073327184687265,0.3219452419697203,2,0,1572,1,0,0,2026-03-31 14:53:00
TXN000071,41.88413617160799,12,9.768148947119828,0.3835483121072575,7,2,453,1,0,0,2026-03-21 12:21:00
TXN000545,6.6421192380065746,8,21.687767447405946,0.08608560681207333,4,1,292,0,0,0,2026-01-11 08:46:00
TXN001205,34.18404605852656,16,11.53108861886907,0.39957916389949144,3,0,2413,0,0,0,2026-02-03 16:06:00
TXN003079,38.55616060179857,12,6.2504872532927225,0.21421652232313865,4,1,335,0,0,0,2026-02-23 12:39:00
TXN009107,54.23563160045572,13,12.448739229284651,0.47830144424122956,6,0,1341,0,0,0,2026-02-03 13:22:00
TXN009121,7.966250045978888,19,14.083180179360498,0.35936102378542856,3,0,967,0,1,0,2026-03-30 19:30:00
TXN009681,429.69644965036474,0,214.01603284270507,0.9361501915225767,13,4,437,5,1,1,2026-01-07 00:26:00
TXN006181,61.97315607227473,11,1.1712289964336347,0.3439528960534808,3,0,2107,1,1,0,2026-02-27 11:27:00
TXN008330,30.53278312847002,14,5.551372791987313,0.0698127493639997,3,0,907,0,0,0,2026-01-30 14:16:00
TXN004285,19.957194789638507,20,3.564347420446296,0.39399466052623927,4,0,1685,0,0,0,2026-01-30 20:37:00
TXN004008,21.989719330157985,13,8.139416999812717,0.26932027616245297,6,1,1784,1,0,0,2026-02-13 13:48:00
TXN008714,26.750578021236368,8,1.9979742344735034,0.13179875682014291,7,0,2147,0,1,0,2026-01-15 08:44:00
TXN000878,38.30047003498781,10,7.150313359955273,0.4827756008652858,3,0,1091,1,0,0,2026-01-29 10:04:00
TXN008061,35.4609150533912,19,25.085826337090182,0.48402392166649194,3,0,277,0,0,0,2026-02-19 19:02:00
TXN000197,18.643408770077894,17,8.715626659049224,0.21299688635768813,7,1,2085,1,0,0,2026-01-18 17:06:00
TXN009747,371.4091691679974,2,122.72982474817493,0.7280751115707957,27,3,132,9,1,1,2026-02-25 02:57:00
TXN004011,33.606182541036084,8,8.966548146842264,0.05437926295029222,2,1,298,0,0,0,2026-02-09 08:11:00
TXN009963,342.13167498704405,4,117.77470239920349,0.7850064563808492,23,3,333,4,1,1,2026-01-29 04:13:00
TXN002572,12.915337782557321,14,5.541804704700751,0.40986920878177024,2,2,1022,0,0,0,2026-03-26 14:36:00
TXN003754,24.745755996069228,8,2.536226632336655,0.2516829169324488,2,0,1621,0,0,0,2026-03-25 08:03:00
TXN009248,17.388181686559875,13,2.8783869132084416,0.12691714956601124,6,0,612,0,0,0,2026-02-16 13:20:00
TXN008629,50.4250431777606,11,2.808746206784553,0.29710254634185645,3,1,147,0,0,0,2026-02-14 11:26:00
TXN009369,62.41966388496376,8,2.4378833324991875,0.3603698078180455,6,0,2408,0,0,0,2026-01-24 08:02:00
TXN006160,11.977089507645617,12,11.119949740152157,0.4561611134859782,3,1,203,1,0,0,2026-03-14 12:10:00
TXN004792,25.535742690298996,7,1.735026942197586,0.3903022325659221,5,1,2167,0,0,0,2026-03-29 07:44:00
TXN005338,19.66827765280195,14,9.181459909455151,0.2889277292796576,2,1,298,1,0,0,2026-03-24 14:37:00
TXN003025,9.822423608234368,10,2.672556673085261,0.31259116855250424,2,0,2427,0,1,0,2026-01-21 10:15:00
TXN002719,22.532723464421956,8,24.5966798947275,0.30089831240818266,4,0,618,1,0,0,2026-02-02 08:56:00
TXN008656,15.437019799234124,14,6.838157821694946,0.38669241916708735,6,0,1379,1,1,0,2026-03-09 14:05:00
TXN006917,16.32230695059232,17,2.2832654778998482,0.19343386580723745,3,0,1687,0,0,0,2026-03-09 17:55:00
TXN003985,38.77878460471857,13,2.124589391893092,0.22856682920475535,3,0,2337,0,0,0,2026-01-12 13:25:00
TXN007309,16.73293195041544,11,3.9946407606970302,0.41032025847005266,3,0,2032,0,0,0,2026-01-26 11:17:00
TXN005954,56.049564709742604,17,10.184431205893464,0.3444401857533369,5,0,1222,0,0,0,2026-02-25 17:38:00
TXN003845,94.22707458164919,17,6.688433349521791,0.49108683500651207,8,0,1484,2,0,0,2026-02-26 17:40:00
TXN002683,26.73193555525553,8,3.0460757044405575,0.16395931432184863,6,1,2396,2,0,0,2026-03-04 08:44:00
TXN004025,21.30372649348768,22,18.313115066123206,0.3192512440296969,4,0,428,0,0,0,2026-01-13 22:52:00
